COD_ESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
30806,00;HELEN KELLER;ADAMANTINA;ADAMANTINA;5,31
31045,00;DURVALINO GRION PROF;ADAMANTINA;ADAMANTINA;5,36
31082,00;EUDECIO LUIZ VICENTE PROF ETEC;ADAMANTINA;ADAMANTINA;5,78
31100,00;HERVAL BELLUSCI ENGENHEIRO ETEC;ADAMANTINA;ADAMANTINA;5,39
31112,00;FLEURIDES CAVALLINI MENECHINO PROFA;ADAMANTINA;ADAMANTINA;5,54
79911,00;EURICO LEITE DE MORAIS PROF EMEF;ADAMANTINA;ADAMANTINA;5,40
79923,00;EMEF PROFA TERUYO KIKUTA;ADAMANTINA;ADAMANTINA;5,21
220796,00;NAVARRO DE ANDRADE EMEF;ADAMANTINA;ADAMANTINA;5,49
27352,00;ODILA BOVOLENTA DE MENDONCA PROFESSORA;JOSE BONIFACIO;ADOLFO;4,71
202393,00;RUTH DOS REIS PROFA ESCOLA MUNICIPAL;JOSE BONIFACIO;ADOLFO;5,07
281050,00;AMILDE TEDESCHI ESCOLA MUNICIPAL;JOSE BONIFACIO;ADOLFO;5,04
20515,00;JOSE THEODORO DE MORAES;SAO JOAO DA BOA VISTA;AGUAI;4,89
20527,00;GERALDO LOURENCO PADRE;SAO JOAO DA BOA VISTA;AGUAI;5,14
20722,00;EGLE LUPORINI COSTA PROFESSORA;SAO JOAO DA BOA VISTA;AGUAI;5,16
71705,00;JOAQUIM GIRALDI PROFESSOR ESCOLA MUNICIPAL;SAO JOAO DA BOA VISTA;AGUAI;5,53
218509,00;JOSE LEGASPE MUINHA EMEF;SAO JOAO DA BOA VISTA;AGUAI;5,32
218522,00;JOAO SILVA EMEB;SAO JOAO DA BOA VISTA;AGUAI;5,29
242469,00;ZULMIRA MORAES LEGASPE MAMEDE EMEF;SAO JOAO DA BOA VISTA;AGUAI;4,90
242974,00;LEONOR CONTI ELIAS PROFESSORA EMEIF;SAO JOAO DA BOA VISTA;AGUAI;5,08
408815,00;JOSE DE OLIVEIRA JOSE DEMETRIO EM;SAO JOAO DA BOA VISTA;AGUAI;4,85
408852,00;JOAO DE OLIVEIRA BORGES EMEB;SAO JOAO DA BOA VISTA;AGUAI;5,05
434565,00;ARNALDO PEREIRA CHEREGATTI ETEC;SAO JOAO DA BOA VISTA;AGUAI;5,35
917928,00;CONJUNTO HABITACIONAL DONA DOSANJOS MACEDO;SAO JOAO DA BOA VISTA;AGUAI;5,36
20448,00;TIMOTHEO SILVA PROFESSOR;SAO JOAO DA BOA VISTA;AGUAS DA PRATA;5,28
20459,00;JOAO URIAS DA SILVA CAPITAO;SAO JOAO DA BOA VISTA;AGUAS DA PRATA;5,11
31562,00;FELIPPE URTADO SERRATO EMEB;SAO JOAO DA BOA VISTA;AGUAS DA PRATA;5,47
223633,00;AUREA SOARES PROFESSORA EMEB;SAO JOAO DA BOA VISTA;AGUAS DA PRATA;5,36
17361,00;FRANCISCO TOZZI DR;MOGI MIRIM;AGUAS DE LINDOIA;5,42
17632,00;VICENTE RIZZO DR;MOGI MIRIM;AGUAS DE LINDOIA;5,34
192533,00;GERALDO MANTOVANI DR EMEIEF;MOGI MIRIM;AGUAS DE LINDOIA;5,81
230662,00;LUIZ BARBOSA EM;MOGI MIRIM;AGUAS DE LINDOIA;5,32
289097,00;PEDRO FACCHINI COMENDADOR EM;MOGI MIRIM;AGUAS DE LINDOIA;5,57
451034,00;CREUSA APARECIDA MARIANO PROFA EMEF;MOGI MIRIM;AGUAS DE LINDOIA;5,41
14515,00;PAULO DELICIO;AVARE;AGUAS DE SANTA BARBARA;5,43
221200,00;PAULO APARECIDO SILVERIO EMEF;AVARE;AGUAS DE SANTA BARBARA;5,42
21234,00;ANGELO FRANZIN;PIRACICABA;AGUAS DE SAO PEDRO;5,66
215348,00;MARIA LUIZA FORNASIER FRANZIN EMEF;PIRACICABA;AGUAS DE SAO PEDRO;5,82
7997,00;MANOEL GONCALVES PROF;BAURU;AGUDOS;5,27
25987,00;JOAO BATISTA DE AQUINO PE;BAURU;AGUDOS;5,25
26001,00;MARIA BATAGLIN DELAZARI;BAURU;AGUDOS;4,82
26037,00;JOAO BATISTA RIBEIRO;BAURU;AGUDOS;5,46
49670,00;FARID FAYAD PROF;BAURU;AGUDOS;5,54
82028,00;LYDIA THIEDE PROFA EMEFEI E CRECHE;BAURU;AGUDOS;5,05
86605,00;MARIA LECTICIA SORMANI COGO PROFA EMEI CRECHE;BAURU;AGUDOS;5,51
89148,00;SILVIA MARIA AMATO TRIGO PROFA EMEFEI;BAURU;AGUDOS;5,10
223955,00;SERGIO AUGUSTO MAININI PROFESSOR EMEFEI;BAURU;AGUDOS;5,42
227158,00;LEITE CORONEL EMEF;BAURU;AGUDOS;5,43
227161,00;LUIZ ODASSI NETO PROF EMEF;BAURU;AGUDOS;5,03
246323,00;FAUSTO DE MARCO PROF EMEF;BAURU;AGUDOS;5,42
634876,00;SEBASTIAO FUNCHAL EMEFEI CRECHE;BAURU;AGUDOS;4,83
905859,00;NILZA MARIA SANTAREM PASCHOAL PROFA;BAURU;AGUDOS;5,19
36912,00;EDUARDO SOARES PROF;ITAPETININGA;ALAMBARI;5,15
57927,00;LUCIANO JOSE RAMOS EMEIF;ITAPETININGA;ALAMBARI;5,35
243644,00;JOSE GRACA EMEIEF;ITAPETININGA;ALAMBARI;4,99
243668,00;NIVALDO LAZARO DO CARMO CUBAS EMEF;ITAPETININGA;ALAMBARI;5,01
31896,00;FILOMENA SCATENA CHRISTOFANO;PRESIDENTE PRUDENTE;ALFREDO MARCONDES;5,32
28228,00;OVIDIO DE SOUZA DIAS;BARRETOS;ALTAIR;5,16
239773,00;MARIA BAPTISTA DE CASTRO PROFESSORA EMEF;BARRETOS;ALTAIR;5,10
22901,00;ANTONIO BARREIROS PROFESSOR;RIBEIRAO PRETO;ALTINOPOLIS;5,21
210134,00;ALAYDE DE FIGUEIREDO PALMA CANASSA EMEFEI;RIBEIRAO PRETO;ALTINOPOLIS;5,37
220899,00;CARMEM MIGUEL VICARI EMEF;RIBEIRAO PRETO;ALTINOPOLIS;5,27
220905,00;GERALDO TROSSEL PADRE EMEF;RIBEIRAO PRETO;ALTINOPOLIS;5,57
239781,00;JOAQUIM DA CUNHA CORONEL EMEF;RIBEIRAO PRETO;ALTINOPOLIS;5,13
281360,00;ERMELINDA ROSALINA SAMMARCO DE FIGUEIREDO EMEFEI;RIBEIRAO PRETO;ALTINOPOLIS;5,41
567644,00;ANA LUCIA FELIPE PENTEADO FERREIRA EMEFEI;RIBEIRAO PRETO;ALTINOPOLIS;5,10
30326,00;DIOGO GARCIA MARTINS EXPEDICIONARIO;PENAPOLIS;ALTO ALEGRE;5,16
436379,00;EMEF PROFESSOR SUSSUMI IVAMA;PENAPOLIS;ALTO ALEGRE;5,24
16020,00;HONORINA RIOS DE CARVALHO MELLO;SAO ROQUE;ALUMINIO;5,23
78633,00;JOSE JOAQUIM DA SILVA ESCOLA MUNICIPAL;SAO ROQUE;ALUMINIO;5,43
204122,00;MANOEL NETTO FILHO ESCOLA MUNICIPAL;SAO ROQUE;ALUMINIO;4,97
211412,00;JOAO DE ALMEIDA ESCOLA MUNICIPAL;SAO ROQUE;ALUMINIO;5,47
240138,00;ANTONIO DE CASTRO FIGUEIROA ENGENHEIRO ESCOLA MUNICIPAL;SAO ROQUE;ALUMINIO;5,34
240151,00;RODOVALHO COMENDADOR ESCOLA MUNICIPAL;SAO ROQUE;ALUMINIO;5,26
274227,00;ISAURA KRUGER PROFA ESCOLA MUNICIPAL;SAO ROQUE;ALUMINIO;5,31
281608,00;JOSE JESUS PAES ESCOLA MUNICIPAL;SAO ROQUE;ALUMINIO;4,91
28952,00;GERALDO ALVES MACHADO PROF;VOTUPORANGA;ALVARES FLORENCE;5,25
234187,00;NILZA COSTA RODRIGUES PROFA CENTRO MUNICIPAL DE EDUCACAO;VOTUPORANGA;ALVARES FLORENCE;5,50
31948,00;ANGELICA DE OLIVEIRA PROFESSORA;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,25
43138,00;MARCIO DE SOUZA E MELLO MARECHAL DO AR;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,01
65407,00;APARECIDA MARQUES VACCARO EMEIF;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,48
71031,00;TEREZA ITO POLIDORIO PROFESSORA EMEIF;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,30
218698,00;ALVARES MACHADO EMEIF;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,34
218704,00;FRANCO MONTORO GOVERNADOR EMEIF;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,09
267776,00;MARIO COVAS GOVERNADOR EMEIF;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,63
267788,00;MARCIA HELENA FERNANDEZ DE ARAUJO PROFA EMEIF;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,09
267797,00;JOSE MOLINA VEREADOR EMEIF;PRESIDENTE PRUDENTE;ALVARES MACHADO;5,35
33510,00;RAFAEL PAES DE BARROS DOUTOR;MARILIA;ALVARO DE CARVALHO;5,11
226476,00;MARIO COVAS GOVERNADOR EMEF;MARILIA;ALVARO DE CARVALHO;4,97
33376,00;JOSE BONIFACIO DO COUTO;MARILIA;ALVINLANDIA;5,09
278646,00;JOSE BONIFACIO DO COUTO EMEF;MARILIA;ALVINLANDIA;5,00
4407,00;EMEF PROFESSOR JONAS CORREA DE ARRUDA FILHO;AMERICANA;AMERICANA;5,56
11873,00;LUIZ HIPOLITO PROFESSOR;AMERICANA;AMERICANA;5,36
16949,00;OCTAVIO SOARES DE ARRUDA PROF;AMERICANA;AMERICANA;5,42
16950,00;RISOLETA LOPES ARANHA PROFESSORA;AMERICANA;AMERICANA;5,42
16962,00;SILVINO JOSE DE OLIVEIRA PROF;AMERICANA;AMERICANA;5,28
16974,00;SAO VICENTE DE PAULO;AMERICANA;AMERICANA;5,52
16998,00;ALCINDO SOARES DO NASCIMENTO PROF;AMERICANA;AMERICANA;5,71
17139,00;MARIA JOSE DE MATTOS GOBBO PROFA;AMERICANA;AMERICANA;5,55
17140,00;MARIO PATARRA FRATTINI PROF;AMERICANA;AMERICANA;5,69
17152,00;MAURA ARRUDA GUIDOLIN PROFA;AMERICANA;AMERICANA;5,45
17164,00;JOAO DE CASTRO GONCALVES DR;AMERICANA;AMERICANA;5,68
17176,00;MAGI MONSENHOR;AMERICANA;AMERICANA;5,31
17188,00;ARY MENEGATTO PROF;AMERICANA;AMERICANA;5,52
17197,00;DELMIRA DE OLIVEIRA LOPES PROFA;AMERICANA;AMERICANA;5,24
17206,00;HEITOR PENTEADO DR;AMERICANA;AMERICANA;5,30
17218,00;DILECTA CENEVIVA MARTINELLI PROFA;AMERICANA;AMERICANA;5,18
17224,00;JOAO XXIII;AMERICANA;AMERICANA;5,68
17322,00;JOAO SOLIDARIO PEDROSO PROF;AMERICANA;AMERICANA;4,76
17334,00;OLYMPIA BARTH DE OLIVEIRA PROFA;AMERICANA;AMERICANA;5,51
17346,00;GERMANO BENENCASE MAESTRO;AMERICANA;AMERICANA;5,35
37928,00;SINESIA MARTINI PROFA;AMERICANA;AMERICANA;5,48
39846,00;ANTONIO ZANAGA PREFEITO;AMERICANA;AMERICANA;5,33
42473,00;CONSTANTINO AUGUSTO PINKE PROF;AMERICANA;AMERICANA;5,49
42481,00;MARCELINO TOMBI PROF;AMERICANA;AMERICANA;5,08
45500,00;CLARICE COSTA CONTI PROFA;AMERICANA;AMERICANA;5,41
45962,00;POLIVALENTE DE AMERICANA ETEC;AMERICANA;AMERICANA;5,92
47004,00;HYLDA PARDO DE OLIVEIRA PROFA;AMERICANA;AMERICANA;5,74
49897,00;BENTO PENTEADO DOS SANTOS PROF;AMERICANA;AMERICANA;5,29
58579,00;PHILOMENA MAGALY MAKLUF ROSSETTI PROFESSORA CIEP;AMERICANA;AMERICANA;5,62
58592,00;OCTAVIO CESAR BORGHI PROFESSOR CIEP;AMERICANA;AMERICANA;5,22
58609,00;ONIVA DE MOURA BRIZOLA PROFESSORA CIEP;AMERICANA;AMERICANA;5,20
58610,00;ANISIO SPINOLA TEIXEIRA PROFESSOR CIEP;AMERICANA;AMERICANA;5,54
222012,00;SYLVINO CHINELATTO CAIC PROFESSOR;AMERICANA;AMERICANA;5,44
222021,00;DARCY RIBEIRO EMEF;AMERICANA;AMERICANA;5,55
228060,00;PAULO FREIRE EMEF;AMERICANA;AMERICANA;5,94
245951,00;FLORESTAN FERNANDES PROFESSOR EMEF;AMERICANA;AMERICANA;5,82
280975,00;MILTON SANTOS PROFESSOR CENTRO INTEGRADO EDUCACAO PUBLICA;AMERICANA;AMERICANA;5,28
297793,00;MARIA NILDE MASCELLANI CENTRO INTEGRADO DE EDUCACAO PUBLICA;AMERICANA;AMERICANA;5,74
435442,00;MARIA FRIZZARIN PROFA;AMERICANA;AMERICANA;5,37
435454,00;MARIA DO CARMO AUGUSTI PROFA;AMERICANA;AMERICANA;5,36
578563,00;PROFESSORA MARIA LUCIA PADOVANI DE OLIVEIRA;AMERICANA;AMERICANA;5,54
578575,00;PROFESSORA LENY APPARECIDA PAGOTTO BOER;AMERICANA;AMERICANA;5,57
578587,00;PROFESSORA ORNELLA RITA FERRARI SACILOTTO;AMERICANA;AMERICANA;5,81
903760,00;ANTONIETA GHIZINI LENHARE PROFA;AMERICANA;AMERICANA;5,52
903772,00;NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA;AMERICANA;AMERICANA;5,41
907285,00;ANNA MARIA LUCIA DE NARDO MORAES BARROS PROFA;AMERICANA;AMERICANA;5,45
907297,00;IDALINA GRANDIN MIRANDOLA PROFA;AMERICANA;AMERICANA;5,65
918854,00;ANNA PERES DA SILVA PROFESSORA;AMERICANA;AMERICANA;5,32
921567,00;WILSON CAMARGO PROF;AMERICANA;AMERICANA;5,60
922183,00;SEBASTIANA PAIE RODELLA PROFA;AMERICANA;AMERICANA;5,21
925883,00;MARTINHO RUBENS BELLUCO PROFESSOR;AMERICANA;AMERICANA;5,16
21830,00;DINORA MARCONDES GOMES PROFA;ARARAQUARA;AMERICO BRASILIENSE;5,11
42778,00;ALZIRA DIAS DE TOLEDO PIZA PROFA;ARARAQUARA;AMERICO BRASILIENSE;5,01
215211,00;JOAO BAPTISTA PEREIRA DE ALMEIDA DR EMEF;ARARAQUARA;AMERICO BRASILIENSE;5,29
223438,00;AMERICO RONCALLI EMEF;ARARAQUARA;AMERICO BRASILIENSE;5,25
225885,00;LUCIA MARIANA ROMANIA BERTI EMEF;ARARAQUARA;AMERICO BRASILIENSE;5,16
225897,00;VIRGILIO GOMES PROF EMEF;ARARAQUARA;AMERICO BRASILIENSE;5,45
569264,00;EMEF ATEMARO RODRIGUES DE SOUZA;ARARAQUARA;AMERICO BRASILIENSE;5,15
907704,00;ALBERTO ALVES ROLLO DR;ARARAQUARA;AMERICO BRASILIENSE;5,27
29014,00;JOSE ABRAO MELHEM;VOTUPORANGA;AMERICO DE CAMPOS;4,95
64816,00;JOSE JABUR PROFESSOR EM;VOTUPORANGA;AMERICO DE CAMPOS;5,55
277769,00;FRANCISCO DE VILAR HORTA EMEF;VOTUPORANGA;AMERICO DE CAMPOS;5,38
17528,00;NOEDIR MAZZINI;MOGI MIRIM;AMPARO;5,87
17536,00;FRANCISCO DA SILVEIRA FRANCO;MOGI MIRIM;AMPARO;5,46
17541,00;LUIZ LEITE;MOGI MIRIM;AMPARO;5,47
17553,00;RANGEL PESTANA;MOGI MIRIM;AMPARO;5,40
17565,00;NELSON ALVES DE GODOY DR;MOGI MIRIM;AMPARO;5,28
17577,00;CORIOLANO BURGOS DR;MOGI MIRIM;AMPARO;5,29
17589,00;JOAO BELARMINO ETEC;MOGI MIRIM;AMPARO;5,78
47041,00;DIONYSIA GERBI BEIRA;MOGI MIRIM;AMPARO;5,23
49426,00;JOSE SCALVI DE OLIVEIRA PROF;MOGI MIRIM;AMPARO;5,38
70671,00;CHAPEUZINHO VERMELHO CENTRO INTEGRADO MUNICIPAL DE EDUCACAO;MOGI MIRIM;AMPARO;5,62
70713,00;PETER PAN CIME;MOGI MIRIM;AMPARO;5,34
70750,00;GASPARZINHO ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL;MOGI MIRIM;AMPARO;5,56
222720,00;JACYRA RIBEIRO GUILARDI PROFESSORA CIME;MOGI MIRIM;AMPARO;5,09
226890,00;EMEF FLORIPES BUENO DA SILVA PROFA;MOGI MIRIM;AMPARO;4,93
226907,00;RAUL DE OLIVEIRA FAGUNDES EMEF;MOGI MIRIM;AMPARO;5,31
271627,00;CLARINDA DE ALMEIDA MELLO PROFA EMEF;MOGI MIRIM;AMPARO;5,11
282418,00;GISLENE APARECIDA DA COSTA CORREA PROFA EMEF;MOGI MIRIM;AMPARO;5,25
431285,00;CIME BAIRRO DA AREIA BRANCA;MOGI MIRIM;AMPARO;5,27
452312,00;GISSELDA APARECIDA TUROLA PIOVEZAN;MOGI MIRIM;AMPARO;5,24
903814,00;ARIOSTO RIBEIRO PERSICANO PROF;MOGI MIRIM;AMPARO;5,09
905380,00;PAULO TUROLLA;MOGI MIRIM;AMPARO;5,42
905392,00;MARIA APARECIDA DOS SANTOS CASTRO PROFA;MOGI MIRIM;AMPARO;5,65
917151,00;FERNANDO BARBOSA PROF;MOGI MIRIM;AMPARO;5,25
21301,00;JOSE JORGE NETO PROFESSOR;PIRASSUNUNGA;ANALANDIA;4,90
67374,00;ZEZE SALLES PROFA EMEIF;PIRASSUNUNGA;ANALANDIA;5,47
29361,00;FRANCISCO TEODORO DE ANDRADE;ANDRADINA;ANDRADINA;5,35
29373,00;ALVARO GUIAO DR;ANDRADINA;ANDRADINA;5,27
29397,00;AUGUSTO MARIANI DR;ANDRADINA;ANDRADINA;5,21
29609,00;JOAO BREMBATTI CALVOSO;ANDRADINA;ANDRADINA;5,38
218558,00;ANNA MARIA MARINHO NUNES PROFESSORA EMEF;ANDRADINA;ANDRADINA;5,62
218561,00;HUMBERTO PASSARELLI EMEBI;ANDRADINA;ANDRADINA;5,07
232981,00;LEONOR SALOMAO EMEF;ANDRADINA;ANDRADINA;5,11
232993,00;ONDINA HOFIG DE CASTILHO PROFA ESC MUN DE ED BASICA INTEGRAL;ANDRADINA;ANDRADINA;5,04
249524,00;JOSEPHA DE JESUS CARREIRA EMEF;ANDRADINA;ANDRADINA;5,07
249531,00;MARIA VERA QUENTAL TAMAI PROFESSORA EMEBI;ANDRADINA;ANDRADINA;5,18
249543,00;ZORAIDE DE CARVALHO OLIVEIRA PROFESSORA EMEF;ANDRADINA;ANDRADINA;5,42
910910,00;SEBASTIANA AUGUSTA DE MORAES ETEC;ANDRADINA;ANDRADINA;5,15
922365,00;ALICE MARQUES DA SILVA ROCHA;ANDRADINA;ANDRADINA;5,02
14990,00;IVENS VIEIRA;ITAPETININGA;ANGATUBA;5,18
15027,00;FORTUNATO DE CAMARGO DR;ITAPETININGA;ANGATUBA;5,09
193951,00;MARIA SALETE BASILE SALES EMEIF;ITAPETININGA;ANGATUBA;5,47
213196,00;MARIA ISABEL LOPES DE OLIVEIRA PROFA EMEF;ITAPETININGA;ANGATUBA;5,59
220607,00;MARIA INEZ DOS SANTOS PROFA EMEIF;ITAPETININGA;ANGATUBA;4,92
243681,00;AFFONSO BASILE PROF EMEIF;ITAPETININGA;ANGATUBA;5,24
243723,00;HERMINIA ARAUJO PROFESSORA EM;ITAPETININGA;ANGATUBA;5,14
903197,00;ORESTES ORIS DE ALBUQUERQUE PROF;ITAPETININGA;ANGATUBA;5,23
14746,00;VALENTIM DO AMARAL;BOTUCATU;ANHEMBI;5,06
272760,00;MARIO COVAS GOVERNADOR EMEF;BOTUCATU;ANHEMBI;5,33
272772,00;DALVA CALHIM ABUD PROFA EMEF;BOTUCATU;ANHEMBI;5,19
477874,00;OLINDA DE FATIMA CASIMIRO SOARES PROFESSORA EMEF;BOTUCATU;ANHEMBI;5,27
32621,00;FRANCISCO WHITACKER CORONEL;PRESIDENTE PRUDENTE;ANHUMAS;5,18
361835,00;ADHEMAR PALMIRO EMEF;PRESIDENTE PRUDENTE;ANHUMAS;4,99
12580,00;EDGARD DE SOUZA DR;GUARATINGUETA;APARECIDA;5,24
12609,00;AMERICO ALVES;GUARATINGUETA;APARECIDA;5,35
12816,00;MURILLO DO AMARAL PROF;GUARATINGUETA;APARECIDA;5,04
12828,00;PAULINA CARDOSO PROFA;GUARATINGUETA;APARECIDA;5,27
56595,00;VIRGULINA MARCONDES DE MOURA FAZZERI PROFA EMEF;GUARATINGUETA;APARECIDA;5,26
82922,00;MARIETA VILELA DA COSTA BRAGA PROFA EMEF;GUARATINGUETA;APARECIDA;5,56
202903,00;ANISIO NOVAES EMEF;GUARATINGUETA;APARECIDA;5,27
243735,00;MARIA APARECIDA DA ENCARNACAO PROFA EMEF;GUARATINGUETA;APARECIDA;5,27
282492,00;JOSE GERALDO LEMES VALLADAO PREF EMEIEF;GUARATINGUETA;APARECIDA;4,97
294366,00;CHAGAS PEREIRA EMEF;GUARATINGUETA;APARECIDA;5,50
297914,00;MANOEL IGNACIO DE MORAES EMEF INTEGRAL;GUARATINGUETA;APARECIDA;5,05
297926,00;AURELIANO PAIXAO PROF EMEFI;GUARATINGUETA;APARECIDA;4,70
337997,00;SOLON PEREIRA PREFEITO EMEF;GUARATINGUETA;APARECIDA;4,59
338011,00;MARIA HELENA CAMARGO L BARBOSA PROFA EMEF INTEGRAL;GUARATINGUETA;APARECIDA;5,16
338023,00;EMEF PROFA HELOISA DE CASTRO ENCARNACAO PINTO BARBOZA;GUARATINGUETA;APARECIDA;5,36
429512,00;SALGADO COMENDADOR;GUARATINGUETA;APARECIDA;4,84
429521,00;MARIA CONCEICAO PIRES DO RIO PROFA EMEF;GUARATINGUETA;APARECIDA;5,26
28435,00;CORIPHEU DE AZEVEDO MARQUES;JALES;APARECIDA D'OESTE;5,22
361215,00;DIRCE DE ALMEIDA BRAGA WRASEK PROFA EMEF;JALES;APARECIDA D'OESTE;5,28
14357,00;REGINA DIAS ANTUNES DA SILVA PROFA;APIAI;APIAI;5,23
14370,00;ANTONIA BAPTISTA CALAZANS LUZ PROFA;APIAI;APIAI;5,04
14424,00;AMBROSINA DE OLIVEIRA MATTOS PROFA;APIAI;APIAI;4,51
38866,00;SYLVIA NOEMIA DE ALBUQUERQUE MARTINS PROFA;APIAI;APIAI;4,43
38878,00;JOAO PEDRO DO NASCIMENTO PROF;APIAI;APIAI;4,46
41439,00;OSWALDINA SANTOS PROFA;APIAI;APIAI;4,43
46848,00;ROSARIA JANUZZI PROFA;APIAI;APIAI;4,44
48215,00;LEOPOLDO LEME VERNECK;APIAI;APIAI;4,52
67945,00;ALA EMEIEF;APIAI;APIAI;5,29
213408,00;HONORINA DE ALBUQUERQUE PROFA EMEIEF;APIAI;APIAI;5,12
357686,00;ELISA DOS SANTOS PROFA EMEFEI;APIAI;APIAI;5,20
564916,00;ETEC DE APIAI;APIAI;APIAI;5,40
912013,00;JULIA RIBEIRO BRETAS PROFA;APIAI;APIAI;4,60
15921,00;HUMBERTO VICTORAZZO PROFESSOR;SAO ROQUE;ARACARIGUAMA;5,00
106409,00;ROSALINA SILVESTRINI BONIFACIO EMEIF;SAO ROQUE;ARACARIGUAMA;5,39
216773,00;THEREZA DE CAMPOS CASTRO PROFESSORA EMEF;SAO ROQUE;ARACARIGUAMA;5,12
228837,00;ANTONIETA CHAVES CINTRA GORDINHO EMEF;SAO ROQUE;ARACARIGUAMA;5,04
229027,00;BAIRRO RIO ACIMA EMEIEF R;SAO ROQUE;ARACARIGUAMA;5,03
229039,00;RADA SMAILI EMEIF;SAO ROQUE;ARACARIGUAMA;5,24
241416,00;CRISTIANO OZORIO ZAPAROLLI EMEIF;SAO ROQUE;ARACARIGUAMA;5,16
277423,00;ALBERTO FERNANDES DE ARAUJO EMEF;SAO ROQUE;ARACARIGUAMA;5,06
422502,00;JUSCELINO KUBISTSCHEK EMEF;SAO ROQUE;ARACARIGUAMA;5,05
659460,00;ILDA VIEIRA DE MORAES EMEIF;SAO ROQUE;ARACARIGUAMA;5,67
29713,00;LUIZ GAMA;ARACATUBA;ARACATUBA;5,69
29737,00;LICOLINA VILLELA REIS ALVES PROFA;ARACATUBA;ARACATUBA;5,58
29749,00;CLOVIS DE ARRUDA CAMPOS DR;ARACATUBA;ARACATUBA;5,13
29762,00;NILCE MAIA SOUTO MELO PROFA;ARACATUBA;ARACATUBA;5,54
29774,00;JOSE AUGUSTO LOPES BORGES PROF;ARACATUBA;ARACATUBA;5,62
29798,00;MANOEL BENTO DA CRUZ;ARACATUBA;ARACATUBA;5,47
29804,00;VITOR ANTONIO TRINDADE PROF;ARACATUBA;ARACATUBA;5,26
29865,00;JOSE CANDIDO;ARACATUBA;ARACATUBA;5,75
29877,00;PURCINA ELISA DE ALMEIDA PROFA;ARACATUBA;ARACATUBA;5,28
29889,00;JORGE CORREA PROF;ARACATUBA;ARACATUBA;5,48
29890,00;GENESIO DE ASSIS PROF;ARACATUBA;ARACATUBA;5,51
30016,00;VANIOLE DIONYSIO MARQUES PAVAN PROFA;ARACATUBA;ARACATUBA;4,89
30053,00;MARIA APPARECIDA BALTHAZAR POCO PROFA;ARACATUBA;ARACATUBA;5,00
30065,00;JOSE ARANTES TERRA PROF;ARACATUBA;ARACATUBA;5,14
30089,00;JOUBERT DE CARVALHO DR;ARACATUBA;ARACATUBA;5,45
47612,00;SILVESTRE AUGUSTO DO NASCIMENTO;ARACATUBA;ARACATUBA;5,01
48513,00;ALTINA MORAES SAMPAIO PROFA;ARACATUBA;ARACATUBA;5,53
65067,00;LEONISIA DE CASTRO EMEB;ARACATUBA;ARACATUBA;5,76
104059,00;EGLES GABAS DE CARVALHO PROFESSORA EMEF;ARACATUBA;ARACATUBA;4,69
131763,00;SELMA MARIA TREVELIN DE JESUS EMEB;ARACATUBA;ARACATUBA;5,04
202526,00;ERMELINDA GERALDA DA SILVA SOGA EMEB;ARACATUBA;ARACATUBA;5,19
239926,00;ANNA DOS SANTOS DE BARROS PROFESSORA EMEB;ARACATUBA;ARACATUBA;5,27
239938,00;DARCY FONTANELLI PROFESSOR EMEB;ARACATUBA;ARACATUBA;5,12
239948,00;FLORIANO CAMARGO DE ARRUDA BRASIL PROFESSOR EMEB;ARACATUBA;ARACATUBA;5,24
239951,00;FRANCISCA DE ARRUDA FERNANDES EMEB;ARACATUBA;ARACATUBA;5,40
239963,00;INDIO POTI EMEB;ARACATUBA;ARACATUBA;5,63
239975,00;JOSE MACHADO NETO PROFESSOR EMEB;ARACATUBA;ARACATUBA;4,91
239987,00;LAURO BITTENCOURT PROFESSOR EMEB;ARACATUBA;ARACATUBA;4,97
239999,00;LEAO NOGUEIRA FILHO PROFESSOR EMEB;ARACATUBA;ARACATUBA;5,57
240000,00;LEDA APARECIDA LIMA MARTINS PROFESSORA EMEB;ARACATUBA;ARACATUBA;5,31
240011,00;MARIA ADELAIDE CAMARGO CARDOSO PROFESSORA EMEB;ARACATUBA;ARACATUBA;5,35
240023,00;MARIA DE FREITAS SOUZA PROFESSORA EMEB;ARACATUBA;ARACATUBA;5,21
243498,00;EUZA NEUZA MARCONDES LARIOS PROFESSORA EMEB;ARACATUBA;ARACATUBA;5,39
243504,00;HELIA PINHOLI MUNGO PROFESSORA EMEB;ARACATUBA;ARACATUBA;5,25
249890,00;JOSE HERCULANO DE ARAUJO ORDINI PROFESSOR EMEB;ARACATUBA;ARACATUBA;5,13
249907,00;MARIO DE MOURA PROFESSOR EMEB;ARACATUBA;ARACATUBA;5,50
