COD_ESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
38076,00;TEREZINHA MARIANO MAGNANI PROFESSORA;OURINHOS;ESPIRITO SANTO DO TURVO;5,15
240515,00;ANTONIO GONCALVES DAS NEVES EMEF;OURINHOS;ESPIRITO SANTO DO TURVO;5,01
26918,00;SILVIO MIOTTO;FERNANDOPOLIS;ESTRELA D'OESTE;5,38
276996,00;FRANCISCO ALVES DE OLIVEIRA EMEF;FERNANDOPOLIS;ESTRELA D'OESTE;5,44
32608,00;MOACYR TEIXEIRA DOUTOR;MIRANTE DO PARANAPANEMA;ESTRELA DO NORTE;5,34
267806,00;ANTONIO PADOIM EMEF;MIRANTE DO PARANAPANEMA;ESTRELA DO NORTE;5,40
32141,00;ROSA FRANCISCA MANO;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;5,06
32300,00;BAIRRO SANTA RITA DO PONTAL;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;4,64
218273,00;LUCIO MONTEIRO DR EMEF;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;5,12
218303,00;BAIRRO SANTA RITA DO PONTAL EMEIF;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;4,84
908800,00;PAULO COELHO DA SILVA;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;4,71
918015,00;MARIA ANTONIA ZANGARINI FERREIRA PROFESSORA;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;5,18
34368,00;JOSE TROMBI MONSENHOR;PIRAJU;FARTURA;4,92
34373,00;MARCOS RIBEIRO CORONEL;PIRAJU;FARTURA;5,30
214322,00;JOAO BATISTA DE OLIVEIRA EMEF;PIRAJU;FARTURA;5,36
214334,00;MIGUEL DE GOES VIEIRA PROFESSOR EMEF;PIRAJU;FARTURA;4,99
26797,00;JOAQUIM ANTONIO PEREIRA;FERNANDOPOLIS;FERNANDOPOLIS;5,58
26839,00;CARLOS BAROZZI;FERNANDOPOLIS;FERNANDOPOLIS;5,27
26852,00;MARIA CONCEICAO APARECIDA BASSO PROFA;FERNANDOPOLIS;FERNANDOPOLIS;4,72
26876,00;ANTONIO TANURI PROFESSOR;FERNANDOPOLIS;FERNANDOPOLIS;5,35
26897,00;AFONSO CAFARO;FERNANDOPOLIS;FERNANDOPOLIS;5,53
26979,00;SATURNINO LEON ARROYO;FERNANDOPOLIS;FERNANDOPOLIS;5,04
26980,00;LIBERO DE ALMEIDA SILVARES;FERNANDOPOLIS;FERNANDOPOLIS;5,54
43023,00;ARMELINDO FERRARI;FERNANDOPOLIS;FERNANDOPOLIS;5,61
47570,00;FERNANDO BARBOSA LIMA;FERNANDOPOLIS;FERNANDOPOLIS;5,18
96763,00;ALBERTO SENRA DR EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,06
222987,00;MELVIN JONES EMEF AGRICOLA;FERNANDOPOLIS;FERNANDOPOLIS;5,19
228345,00;KOEI ARAKAKI EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,51
228357,00;JOSE GASPAR RUAS EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,35
279031,00;JOSE ZANTEDESCHI EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,43
290725,00;ETEC PROFESSOR ARMANDO JOSE FARINAZZO;FERNANDOPOLIS;FERNANDOPOLIS;5,72
437273,00;JOAO GARCIA ANDREO EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,35
437281,00;PEDRO MALAVAZZI EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,14
437293,00;IVONETE AMARAL DA SILVA ROSA PROFA EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,56
437300,00;FRANCISCO ARNALDO DA SILVA CEL EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,76
447092,00;ANTONIO MAURICIO DA SILVA EMEF;FERNANDOPOLIS;FERNANDOPOLIS;5,34
908137,00;JOSE BELUCIO;FERNANDOPOLIS;FERNANDOPOLIS;5,23
24831,00;FRANCISCO SALES DE ALMEIDA LEITE;TAQUARITINGA;FERNANDO PRESTES;5,33
278336,00;CLELIA MACHADO DE FREITAS PROFESSORA EMEF;TAQUARITINGA;FERNANDO PRESTES;5,23
278348,00;VERGILIO DA SILVA CAMARGO EMEF;TAQUARITINGA;FERNANDO PRESTES;5,03
293222,00;SOPHIA ATHAYDE PEDRASSOLI PROFESSORA EMEB;TAQUARITINGA;FERNANDO PRESTES;5,44
33522,00;EDUARDO DE SOUZA PORTO CEL;MARILIA;FERNAO;5,27
273235,00;EMEF PROFA MARIA DO CARMO DA SILVA JULIAO;MARILIA;FERNAO;5,33
7195,00;CARLINDO REIS;SUZANO;FERRAZ DE VASCONCELOS;5,36
7213,00;EDIR DO COUTO ROSA PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;5,30
7237,00;LANDIA SANTOS BATISTA PROFESSORA;SUZANO;FERRAZ DE VASCONCELOS;5,22
7262,00;IGNES CORREA ALLEN PROFESSORA;SUZANO;FERRAZ DE VASCONCELOS;5,28
7274,00;IIJIMA;SUZANO;FERRAZ DE VASCONCELOS;5,11
35506,00;MARIO MANOEL DANTAS DE AQUINO PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;5,26
35531,00;PAULO AMERICO PAGANUCCI PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;5,10
41166,00;JUSTINO MARCONDES RANGEL PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;5,10
82156,00;JORACY CRUZ DOUTOR EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,12
82181,00;JOSE SEBASTIAO EMEB;SUZANO;FERRAZ DE VASCONCELOS;4,97
246505,00;MARIA ANDENA COSTA EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,27
267824,00;ANGELO CASTELLO PREFEITO EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,14
267831,00;MARIA MARGARIDA ABREU FIGUEIREDO PROFESSORA EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,24
267843,00;MYRIAM PENTEADO RODRIGUES ALCKMIN EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,09
277022,00;HALIM ABISSAMRA EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,24
277824,00;ANTONIO BERNARDINO CORREA EMEF;SUZANO;FERRAZ DE VASCONCELOS;5,48
289061,00;ABILIO SECUNDINO LEITE EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,10
289073,00;SARA TINEUE EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,30
289085,00;RUY COELHO PROFESSOR EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,12
339982,00;NURIMAR MARTINS HIAR PROFESSORA EMEB;SUZANO;FERRAZ DE VASCONCELOS;4,79
340005,00;ALFREDO FROES NETO DR EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,28
364265,00;FERRAZ DE VASCONCELOS ETEC DE;SUZANO;FERRAZ DE VASCONCELOS;5,39
375081,00;LUCIANO POLETTI EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,07
375147,00;HELMUTH HANS HERMANN LOUIS BAXMANN PREFEITO EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,14
429995,00;MAURICE BOU ASSI EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,09
436021,00;MARIA INES BATISTA CAMILO GURGEL PROFESSORA EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,35
447778,00;PRIMOROSA JORGE DO NASCIMENTO PROFESSORA EMEB;SUZANO;FERRAZ DE VASCONCELOS;5,20
906311,00;MARTHA CALIXTO CAZAGRANDE;SUZANO;FERRAZ DE VASCONCELOS;5,08
908502,00;JOSE EDUARDO VIEIRA RADUAN DOUTOR;SUZANO;FERRAZ DE VASCONCELOS;4,92
908927,00;OLZANETTI GOMES PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;5,20
918623,00;ELIANE APARECIDA DANTAS DA SILVA PROFESSORA;SUZANO;FERRAZ DE VASCONCELOS;5,16
922109,00;ANGELA SUELI PONTES DIAS PROFESSORA;SUZANO;FERRAZ DE VASCONCELOS;5,09
923291,00;CONJUNTO HABITACIONAL PARQUE DOURADO II;SUZANO;FERRAZ DE VASCONCELOS;5,03
923436,00;ZELIA GATTAI AMADO;SUZANO;FERRAZ DE VASCONCELOS;5,49
925652,00;JARDIM SAO PAULO II;SUZANO;FERRAZ DE VASCONCELOS;5,07
925822,00;TACITO ZANCHETTA PREFEITO;SUZANO;FERRAZ DE VASCONCELOS;5,03
30995,00;GUILHERME BUZINARO PREFEITO;ADAMANTINA;FLORA RICA;4,83
209107,00;ARMANDO LOPES MORENO PROF EMEFEI;ADAMANTINA;FLORA RICA;5,37
30612,00;DECIO PRATA PREFEITO;VOTUPORANGA;FLOREAL;5,15
240266,00;SILVANIA CRISTINA VENDRAMEL BELATTI PROFESSORA EM;VOTUPORANGA;FLOREAL;5,41
30910,00;PERCIO GOMES GONZALES DR;ADAMANTINA;FLORIDA PAULISTA;5,10
437062,00;OCTAVIANO JOSE CORREA EMEF;ADAMANTINA;FLORIDA PAULISTA;5,14
33091,00;TEOFILO ELIAS PROF;ASSIS;FLORÍNEA;5,12
900874,00;NOEMIA GARCIA CICILIATO PROFA;ASSIS;FLORÍNEA;5,16
22779,00;CAETANO PETRAGLIA;FRANCA;FRANCA;5,82
22780,00;AMALIA PIMENTEL PROFA;FRANCA;FRANCA;5,61
22792,00;JOAO MARCIANO DE ALMEIDA DR;FRANCA;FRANCA;5,69
22809,00;OTAVIO MARTINS DE SOUZA PROF;FRANCA;FRANCA;5,10
22810,00;JULIO CARDOSO DR ETEC;FRANCA;FRANCA;5,72
22822,00;CARMEM MUNHOZ COELHO PROFA;FRANCA;FRANCA;5,14
22834,00;SUZANA RIBEIRO SANDOVAL PROFA;FRANCA;FRANCA;5,34
22846,00;ANA MARIA JUNQUEIRA PROFA;FRANCA;FRANCA;5,18
22858,00;JOSE DOS REIS MIRANDA FILHO PROFESSOR;FRANCA;FRANCA;5,51
22871,00;ORLIK LUZ DR;FRANCA;FRANCA;5,22
22895,00;FRANCISCO MARTINS CORONEL;FRANCA;FRANCA;5,70
22913,00;ANGELO SCARABUCCI;FRANCA;FRANCA;5,37
22937,00;DAVID CARNEIRO EWBANK;FRANCA;FRANCA;5,56
22950,00;DANTE GUEDINE FILHO PROF;FRANCA;FRANCA;5,71
22986,00;HOMERO ALVES;FRANCA;FRANCA;5,86
23115,00;BARAO DE FRANCA;FRANCA;FRANCA;5,62
23127,00;TORQUATO CALEIRO;FRANCA;FRANCA;5,54
23176,00;MARIO D ELIA;FRANCA;FRANCA;5,79
23197,00;CARMELINO CORREA JR PROF ETEC;FRANCA;FRANCA;5,28
23206,00;JERONIMO BARBOSA SANDOVAL;FRANCA;FRANCA;5,54
36870,00;ANGELO GOSUEN PROF;FRANCA;FRANCA;5,39
36882,00;LINA PICCHIONI ROCHA PROFA;FRANCA;FRANCA;5,49
39007,00;PEDRO NUNES ROCHA PROF;FRANCA;FRANCA;5,33
42808,00;IOLANDA RIBEIRO NOVAIS PROFA;FRANCA;FRANCA;5,44
46152,00;ANTONIO FACHADA PROF;FRANCA;FRANCA;5,20
47454,00;HELIO PALERMO PROF;FRANCA;FRANCA;5,15
48586,00;JOSEPHINA ZINNI ALMADA PROFA;FRANCA;FRANCA;5,45
49980,00;JULIO CESAR D ELIA PROF;FRANCA;FRANCA;5,44
61190,00;VALERIA TERESA SPESSOTO FIGUEIREDO PENNA PROFA EMEB;FRANCA;FRANCA;5,14
65997,00;HELENA CURY DE TACCA PROFA;FRANCA;FRANCA;5,56
66000,00;LUIZ PARIDE SINELLI PROF;FRANCA;FRANCA;5,16
70002,00;AGOSTINHO LIMA DE VILHENA PROF;FRANCA;FRANCA;5,45
70038,00;MARIA CINTRA NUNES ROCHA PROFA DONA BRANCA;FRANCA;FRANCA;4,95
73842,00;ANA ROSA DE LIMA BARBOSA PROFA EMEB;FRANCA;FRANCA;5,31
73854,00;VALERIANO GOMES DO NASCIMENTO DR CAIC EMEB;FRANCA;FRANCA;5,07
73885,00;CESAR AUGUSTO DE OLIVEIRA PROF EMEB;FRANCA;FRANCA;5,20
75917,00;MARIA ANGELA DAVID HENRIQUE DOS SANTOS PROFA EMEB;FRANCA;FRANCA;5,29
76260,00;JOSE MARIO FALEIROS PROF EMEB;FRANCA;FRANCA;5,24
116762,00;ALDO PRATA PROF EMEB;FRANCA;FRANCA;5,19
228624,00;FLORESTAN FERNANDES PROF EMEB;FRANCA;FRANCA;5,37
228631,00;PAULO FREIRE PROF EMEB;FRANCA;FRANCA;5,21
246517,00;ANTONIO MANOEL DE PAULA PROF EMEB;FRANCA;FRANCA;5,19
247145,00;SUELI CONTINI MARQUES PROFA EMEB;FRANCA;FRANCA;5,63
268367,00;ANOR RAVAGNANI EMEB;FRANCA;FRANCA;5,37
279018,00;DOMENICO PUGLIESI PROF EMEB;FRANCA;FRANCA;5,08
281815,00;LUZINETE CORTEZ BALIEIRO PROFA EMEB;FRANCA;FRANCA;5,48
281827,00;LAURO DE CARVALHO BORGES FREI EMEB;FRANCA;FRANCA;5,49
291043,00;VANDA THEREZA DE SENNE BADARO PROFA EMEB;FRANCA;FRANCA;5,66
291687,00;MARIA BRIZABELA BRUXELLAS ZINADER PROFA EMEB;FRANCA;FRANCA;5,56
344746,00;CENTRO ATEND SOCIO-EDUC AO ADOLESC DE FRANCA - CI;FRANCA;FRANCA;5,13
347280,00;HELIO PAULINO PINTO PROFESSOR EMEB;FRANCA;FRANCA;5,56
351076,00;VICENTE MINICUCCI PROFESSOR;FRANCA;FRANCA;5,50
364708,00;OLIVIA CORREA COSTA EMEB;FRANCA;FRANCA;5,29
430250,00;ETELGINA DE FATIMA VIVEIROS EMEB;FRANCA;FRANCA;5,26
430262,00;NELSON DOS SANTOS DAMASCENO PROFESSOR E ESCRITOR EMEB;FRANCA;FRANCA;5,21
430274,00;FAUSTO ALEXANDRE DE SOUZA TEODORO PROFESSOR EMEB;FRANCA;FRANCA;4,88
442318,00;MARIA DO CARMO SILVA FERREIRA PROFA - DONA NENZINHA;FRANCA;FRANCA;5,26
442324,00;ODETTE BUENO RIBEIRO PROFESSORA;FRANCA;FRANCA;5,32
470089,00;MITERMAIR ALVES BARBOSA PROFESSOR EMEB;FRANCA;FRANCA;5,15
477953,00;RITA DE CASSIA CALIXTO XAVIER PROFESSORA EMEB;FRANCA;FRANCA;5,58
478088,00;RUBENS ZUMSTEIN PROFESSOR DOUTOR EMEB;FRANCA;FRANCA;5,56
478097,00;MARIA ANTONIA STEVANATO REIS PROFESSORA EMEB;FRANCA;FRANCA;5,63
478106,00;CHRISTIANNE DEZUANI DIAS DE OLIVEIRA PROFESSORA EMEB;FRANCA;FRANCA;5,77
496534,00;ASSUERO QUADRI PRESTES DR PROFESSOR;FRANCA;FRANCA;5,12
496546,00;ROBERTO SCARABUCI PROFESSOR;FRANCA;FRANCA;5,25
496558,00;ADELMO FRANCISCO DA SILVA;FRANCA;FRANCA;5,34
497253,00;PROFESSORA STELLA DA MATTA AMBROSIO;FRANCA;FRANCA;5,28
582360,00;EMEB PROFA DOROTEA PAULINO FERRO;FRANCA;FRANCA;5,31
900655,00;JOSE PINHEIRO DE LACERDA CAPITAO;FRANCA;FRANCA;5,54
900667,00;SUDARIO FERREIRA;FRANCA;FRANCA;5,18
900679,00;SUELY MACHADO DA SILVA PROFA;FRANCA;FRANCA;5,20
903395,00;ADALGISA DE SAO JOSE GUALTIERI;FRANCA;FRANCA;5,64
903401,00;LIZETE PAULINO TEIXEIRA PROFA;FRANCA;FRANCA;4,91
905720,00;EVARISTO FABRICIO PROF;FRANCA;FRANCA;5,13
907790,00;CELSO TOLEDO PROF;FRANCA;FRANCA;5,57
907807,00;BENEDITO EUFRASIO MARCONDES VIEIRA PROF;FRANCA;FRANCA;5,50
907819,00;CARMEM NOGUEIRA NICACIO PROFA;FRANCA;FRANCA;5,22
911252,00;ADELINA PASQUINO CASSIS PROFA;FRANCA;FRANCA;5,50
911264,00;ISRAEL NICEUS MOREIRA PROF;FRANCA;FRANCA;5,17
911276,00;MICHEL HABER PROF;FRANCA;FRANCA;5,10
911288,00;JOSE RICARDO PUCCI PROF;FRANCA;FRANCA;5,39
914290,00;LAURA DE MELLO FRANCO PROFA;FRANCA;FRANCA;4,91
914307,00;SERGIO LECA TEIXEIRA PROF;FRANCA;FRANCA;4,98
916110,00;MARIA PIA SILVA CASTRO PROFA;FRANCA;FRANCA;5,28
919469,00;LUCIA GISSI CERASO PROFA;FRANCA;FRANCA;5,56
922444,00;JOSE CARLOS DONADELI PANICE PROF;FRANCA;FRANCA;5,26
924969,00;LYDIA ROCHA ALVES PROFA;FRANCA;FRANCA;4,88
5502,00;BELEM DA SERRA;CAIEIRAS;FRANCISCO MORATO;5,12
5770,00;CELESTINA VALENTE LENGENFELDER PROFA;CAIEIRAS;FRANCISCO MORATO;5,34
38349,00;ROGERIO LEVORIN PROF;CAIEIRAS;FRANCISCO MORATO;5,06
41853,00;AFONSO MORENO;CAIEIRAS;FRANCISCO MORATO;4,96
44957,00;VINCENZO LOBASSI;CAIEIRAS;FRANCISCO MORATO;4,87
48781,00;ULYSSES SANCHES RAMIRES PROF;CAIEIRAS;FRANCISCO MORATO;4,75
50404,00;JARDIM ALEGRIA II;CAIEIRAS;FRANCISCO MORATO;4,88
98188,00;ULISSES SILVEIRA GUIMARAES DR ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,28
276698,00;ANISIO SPINOLA TEIXEIRA ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,17
276704,00;EGON SCHADEN PROF ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;4,97
276716,00;FANNY GOLDBERG ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;4,93
276728,00;FRANCISCO MORATO DR ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,42
276736,00;JAIME GONCALVES RADIALISTA ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;4,85
276741,00;CORA CORALINA ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;4,98
276753,00;PAULO FREIRE ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,03
276765,00;JOSE BEZERRA SANCHES PREFEITO ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,28
276777,00;LAIRCE DOS SANTOS LUPIANHA PROFA ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,20
276789,00;ROBERTO BRANDINI BRIGADEIRO ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,01
276790,00;VANDA TERESINHA NALIN PROFA ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;4,91
276807,00;TANIA FERNANDES PROFA ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,13
283733,00;ISABEL LUPIANHES ROMERA RYAN ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,02
283745,00;HOSUE MORITA AOKI PROFA ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,04
288408,00;CHACARA CAMPONESA JARDIM VASSOURAS;CAIEIRAS;FRANCISCO MORATO;4,83
295668,00;CARLOS DRUMMOND DE ANDRADE ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;4,79
295673,00;ERICO VERISSIMO ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,06
360818,00;MACHADO DE ASSIS ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;5,20
361033,00;LUIZ SERGIO PACHECO DO NASCIMENTO PADRE ESCOLA MUNICIPAL;CAIEIRAS;FRANCISCO MORATO;4,95
440036,00;FRANCISCO MORATO ETEC DE;CAIEIRAS;FRANCISCO MORATO;5,26
579853,00;ESCOLA MUNICIPAL GIULIANO CECCHETTINI;CAIEIRAS;FRANCISCO MORATO;5,01
906232,00;LYDIA SCALET WALKER PROFA;CAIEIRAS;FRANCISCO MORATO;4,91
913443,00;JOSE DE BARROS MARTINS EDITOR;CAIEIRAS;FRANCISCO MORATO;4,92
915233,00;BUENO DE AZEVEDO FILHO PROF;CAIEIRAS;FRANCISCO MORATO;5,12
916869,00;LENITA CORREA CAMARGO PROFA;CAIEIRAS;FRANCISCO MORATO;5,03
921026,00;PEDRO PAULO DE AGUIAR;CAIEIRAS;FRANCISCO MORATO;4,86
923114,00;JARDIM DAS ROSAS;CAIEIRAS;FRANCISCO MORATO;4,69
923631,00;APARECIDO ROBERTO TONELLOTTI PROFESSOR;CAIEIRAS;FRANCISCO MORATO;4,98
924167,00;PARQUE CENTO E VINTE II;CAIEIRAS;FRANCISCO MORATO;4,92
924532,00;JARDIM SILVIA II;CAIEIRAS;FRANCISCO MORATO;4,84
5287,00;EMEB ADAMASTOR BAPTISTA PROF;CAIEIRAS;FRANCO DA ROCHA;5,23
5666,00;AZEVEDO SOARES;CAIEIRAS;FRANCO DA ROCHA;5,22
5678,00;ISAURA DE MIRANDA BOTTO PROFA;CAIEIRAS;FRANCO DA ROCHA;5,18
5691,00;RITUCO MITANI PROFA;CAIEIRAS;FRANCO DA ROCHA;5,32
5708,00;DOMINGOS CAMBIAGHI PROF;CAIEIRAS;FRANCO DA ROCHA;5,35
5712,00;BENEDITO FAGUNDES MARQUES;CAIEIRAS;FRANCO DA ROCHA;5,34
5769,00;IRACI SARTORI VIEIRA DA SILVA PROFA;CAIEIRAS;FRANCO DA ROCHA;4,95
48811,00;ELVIRA PARADA MANGA PROFA;CAIEIRAS;FRANCO DA ROCHA;5,28
48823,00;ADAIL JARBAS DUCLOS;CAIEIRAS;FRANCO DA ROCHA;5,22
50428,00;KATIA MARIA TARIFA LEME TONELLI PROFA;CAIEIRAS;FRANCO DA ROCHA;5,00
50436,00;JOSE PARADA PROFESSOR;CAIEIRAS;FRANCO DA ROCHA;4,71
64324,00;EMEB DIONYSIO BOVO;CAIEIRAS;FRANCO DA ROCHA;5,28
244703,00;EMEB PALMIRO GABORIM;CAIEIRAS;FRANCO DA ROCHA;5,17
269396,00;IVONE DOS ANJOS DA SILVA CAMPOS PROFA;CAIEIRAS;FRANCO DA ROCHA;5,13
271949,00;EMEB ALEKSSANDRA APARECIDA SIQUEIRA DA SILVA PROFA;CAIEIRAS;FRANCO DA ROCHA;5,08
276662,00;EMEB DONALD SAVAZONI;CAIEIRAS;FRANCO DA ROCHA;5,40
290671,00;EMILIO HERNANDEZ AGUILAR DR ETEC;CAIEIRAS;FRANCO DA ROCHA;5,66
344977,00;EMEB ALCEU ANZELOTTI DR;CAIEIRAS;FRANCO DA ROCHA;5,27
406806,00;PEDRO LELIS DE SOUZA PREFEITO;CAIEIRAS;FRANCO DA ROCHA;4,91
437918,00;EMEB PAULO RENATO SOUZA MINISTRO;CAIEIRAS;FRANCO DA ROCHA;5,14
437924,00;EMEB ARNALDO GUASSIERI;CAIEIRAS;FRANCO DA ROCHA;5,28
437943,00;EMEB JUVENAL GOMES DO MONTE;CAIEIRAS;FRANCO DA ROCHA;5,29
437955,00;EMEB NILZA DIAS MATHIAS;CAIEIRAS;FRANCO DA ROCHA;5,26
439228,00;EMEB EGYDIO JOSE PORTO PADRE;CAIEIRAS;FRANCO DA ROCHA;5,30
447730,00;EMEB JOSE AUGUSTO MOREIRA;CAIEIRAS;FRANCO DA ROCHA;5,18
447742,00;EMEB MARIA AGUILAR HERNANDEZ;CAIEIRAS;FRANCO DA ROCHA;5,20
447754,00;EMEB PAULO CARDOSO DE AZEVEDO PROF;CAIEIRAS;FRANCO DA ROCHA;5,28
464077,00;EMEB LUIZ SIMIONATO;CAIEIRAS;FRANCO DA ROCHA;5,32
581598,00;EMEB PAULO FREIRE PROF;CAIEIRAS;FRANCO DA ROCHA;5,09
902676,00;PAULO DUARTE;CAIEIRAS;FRANCO DA ROCHA;5,11
910636,00;BENEDITO APARECIDO TAVARES PROF;CAIEIRAS;FRANCO DA ROCHA;5,31
921038,00;LUIZ ALEXANDRE DOS SANTOS;CAIEIRAS;FRANCO DA ROCHA;4,86
923643,00;JOCIMARA VIEIRA DA SILVA PROFA;CAIEIRAS;FRANCO DA ROCHA;5,17
925482,00;ZILTON BICUDO PROF;CAIEIRAS;FRANCO DA ROCHA;4,97
30211,00;ANTONIO KASSAWARA KATUTOK;BIRIGUI;GABRIEL MONTEIRO;5,59
206659,00;MARIA GAZOT TALARICO EMEIF;BIRIGUI;GABRIEL MONTEIRO;5,51
33534,00;GRACIEMA BAGANHA RIBEIRO;MARILIA;GALIA;5,11
430973,00;GALDINO RIBEIRO CEL EMEF;MARILIA;GALIA;5,06
33388,00;LYDIA YVONE GOMES MARQUES PROFA;MARILIA;GARCA;4,75
33406,00;ALCYR DA ROSA LIMA PROF;MARILIA;GARCA;4,84
33424,00;NELY CARBONIERI DE ANDRADE PROFA;MARILIA;GARCA;5,40
33431,00;ANTONIO MAGLIANO MONSENHOR ETEC;MARILIA;GARCA;5,46
33443,00;NORMA MONICO TRUZZI PROFA;MARILIA;GARCA;5,07
33492,00;HILMAR MACHADO DE OLIVEIRA;MARILIA;GARCA;5,13
33509,00;PAULO ORNELLAS CARVALHO DE BARROS DEP ETEC;MARILIA;GARCA;5,19
231137,00;CLAUDIA MARIA RODRIGUES ARONNE PROFA EMEIEF;MARILIA;GARCA;5,39
275542,00;SAMIRA EL ADASS PROFA EMEIEF;MARILIA;GARCA;5,51
299248,00;MANOEL JOAQUIM FERNANDES EMEF;MARILIA;GARCA;5,33
358685,00;ORANE AVELINO DE SOUZA PROFA EMEF;MARILIA;GARCA;4,84
358708,00;SILVIO SARTORI EMEIEF;MARILIA;GARCA;4,95
358836,00;JOAO CRISOSTOMO PROF EMEF;MARILIA;GARCA;5,57
358859,00;EDSON JOSE PUGA PROF EMEF;MARILIA;GARCA;5,14
362761,00;MARIA DO CARMO POMPEU CASTRO PROFA EMEF;MARILIA;GARCA;5,18
362876,00;NORMA MONICO TRUZZI PROFA EMEIEF;MARILIA;GARCA;5,33
903673,00;HATSUE TOYOTA;MARILIA;GARCA;5,36
30659,00;TEREZA VALVERDE CARDOSO TIRAPELE PROFA;VOTUPORANGA;GASTAO VIDIGAL;4,89
21908,00;GAVIAO PEIXOTO CONSELHEIRO;ARARAQUARA;GAVIAO PEIXOTO;5,02
430729,00;MARTHA FERREIRA DA CRUZ EMEF;ARARAQUARA;GAVIAO PEIXOTO;5,29
30661,00;TONICO BARAO;FERNANDOPOLIS;GENERAL SALGADO;5,14
30776,00;SILVERIO DA CUNHA LACERDA;FERNANDOPOLIS;GENERAL SALGADO;4,88
240783,00;ANGELO SCARIN EMEF;FERNANDOPOLIS;GENERAL SALGADO;5,30
583649,00;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NELSON THOME SERAPHIM;FERNANDOPOLIS;GENERAL SALGADO;5,05
26372,00;ROSA SALLES LEITE PENTEADO PROFA;LINS;GETULINA;5,08
26384,00;ALFREDO MARCONDES CABRAL CEL;LINS;GETULINA;5,28
268781,00;JOAQUIM CAETANO FERRAZ EMEIF;LINS;GETULINA;5,14
361896,00;JOAO LEONEL BERBERT EMEF;LINS;GETULINA;5,08
30181,00;MARIA MATHILDE CASTEIN CASTILHO PROFESSORA;BIRIGUI;GLICERIO;5,19
206556,00;JOANA MORELLI DA CUNHA EMEIF;BIRIGUI;GLICERIO;5,01
26347,00;ANTONIO FRANCISCO DOS SANTOS JUNIOR;LINS;GUAICARA;5,14
